@relation dm_prak-weka.filters.unsupervised.instance.imagefilter.SimpleColorHistogramFilter-D/home/oier/Universidad/DM/1.Praktika/IK22/irteera/paint5

@attribute filename string
@attribute 'RGB Color Histogram0' numeric
@attribute 'RGB Color Histogram1' numeric
@attribute 'RGB Color Histogram2' numeric
@attribute 'RGB Color Histogram3' numeric
@attribute 'RGB Color Histogram4' numeric
@attribute 'RGB Color Histogram5' numeric
@attribute 'RGB Color Histogram6' numeric
@attribute 'RGB Color Histogram7' numeric
@attribute 'RGB Color Histogram8' numeric
@attribute 'RGB Color Histogram9' numeric
@attribute 'RGB Color Histogram10' numeric
@attribute 'RGB Color Histogram11' numeric
@attribute 'RGB Color Histogram12' numeric
@attribute 'RGB Color Histogram13' numeric
@attribute 'RGB Color Histogram14' numeric
@attribute 'RGB Color Histogram15' numeric
@attribute 'RGB Color Histogram16' numeric
@attribute 'RGB Color Histogram17' numeric
@attribute 'RGB Color Histogram18' numeric
@attribute 'RGB Color Histogram19' numeric
@attribute 'RGB Color Histogram20' numeric
@attribute 'RGB Color Histogram21' numeric
@attribute 'RGB Color Histogram22' numeric
@attribute 'RGB Color Histogram23' numeric
@attribute 'RGB Color Histogram24' numeric
@attribute 'RGB Color Histogram25' numeric
@attribute 'RGB Color Histogram26' numeric
@attribute 'RGB Color Histogram27' numeric
@attribute 'RGB Color Histogram28' numeric
@attribute 'RGB Color Histogram29' numeric
@attribute 'RGB Color Histogram30' numeric
@attribute 'RGB Color Histogram31' numeric
@attribute 'RGB Color Histogram32' numeric
@attribute 'RGB Color Histogram33' numeric
@attribute 'RGB Color Histogram34' numeric
@attribute 'RGB Color Histogram35' numeric
@attribute 'RGB Color Histogram36' numeric
@attribute 'RGB Color Histogram37' numeric
@attribute 'RGB Color Histogram38' numeric
@attribute 'RGB Color Histogram39' numeric
@attribute 'RGB Color Histogram40' numeric
@attribute 'RGB Color Histogram41' numeric
@attribute 'RGB Color Histogram42' numeric
@attribute 'RGB Color Histogram43' numeric
@attribute 'RGB Color Histogram44' numeric
@attribute 'RGB Color Histogram45' numeric
@attribute 'RGB Color Histogram46' numeric
@attribute 'RGB Color Histogram47' numeric
@attribute 'RGB Color Histogram48' numeric
@attribute 'RGB Color Histogram49' numeric
@attribute 'RGB Color Histogram50' numeric
@attribute 'RGB Color Histogram51' numeric
@attribute 'RGB Color Histogram52' numeric
@attribute 'RGB Color Histogram53' numeric
@attribute 'RGB Color Histogram54' numeric
@attribute 'RGB Color Histogram55' numeric
@attribute 'RGB Color Histogram56' numeric
@attribute 'RGB Color Histogram57' numeric
@attribute 'RGB Color Histogram58' numeric
@attribute 'RGB Color Histogram59' numeric
@attribute 'RGB Color Histogram60' numeric
@attribute 'RGB Color Histogram61' numeric
@attribute 'RGB Color Histogram62' numeric
@attribute 'RGB Color Histogram63' numeric
@attribute class {K1,K2,K3,K4,K5,K6,K7,K8}

@data
K1-10.jpg,255,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,11,0,0,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K1
K1-11.jpg,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K1
K1-12.jpg,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,20,0,0,11,255,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K1
K1-13.jpg,255,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,26,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K1
K1-14.jpg,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,64,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,255,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,33,K1
K1-15.jpg,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,38,0,0,3,255,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,6,K1
K1-16.jpg,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,21,0,0,2,178,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,255,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,20,K1
K1-17.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,189,2,0,0,0,0,0,0,0,0,0,89,14,0,0,24,62,11,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,255,K1
K1-18.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,255,5,0,0,0,0,0,0,0,0,0,67,5,0,0,37,114,20,0,0,0,59,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33,0,0,0,28,K1
K1-19.jpg,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,255,6,0,0,0,0,0,0,0,0,0,129,9,0,0,32,51,6,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36,0,0,0,43,K1
K1-20.jpg,79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,19,0,0,4,191,0,0,0,0,0,0,0,0,0,0,255,7,0,0,33,43,5,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,74,0,0,0,65,K1
K1-21.jpg,93,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,15,0,0,0,127,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,53,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,K1
K1-22.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,152,3,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,255,K1
K1-23.jpg,203,13,0,0,7,10,5,0,0,0,0,0,0,0,0,0,121,26,0,0,95,255,114,0,0,0,2,0,0,0,0,0,179,14,0,0,33,84,17,0,0,0,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,0,0,K1
